Word,Frequency
embarrassingly,2
handles,7
recklessly,1
england,4
showcases,15
singularly,11
chiefly,2
margherita,1
buy,5
marvelous,8
futile,2
stupid,5
gesture,1
entertainingly,9
recreates,5
birth,7
alone,15
serves,65
calling,31
card,29
ana,2
lily,4
amirpour,1
tiresomely,2
cohesion,3
inside,18
weakest,4
storied,3
smirking,1
demeanor,1
enliven,6
guide,6
recognizing,1
saints,4
dito,1
montiel,1
wasting,4
seeks,6
offend,4
sin,8
chuckle,2
targets,16
hijacking,1
dread,14
mixing,10
hologram,1
ambles,2
desert,5
oasis,2
important,16
muslim,1
courage,10
jake,11
possibilities,9
cautious,1
admittedly,16
lends,3
weight,15
quartet,4
bowling,2
sport,9
sad,8
momo,1
savor,2
hudson,5
gael,1
garcía,2
bernal,2
chaos,6
shouldered,1
jumbled,6
conceptually,3
bungles,6
ove,1
winsome,7
sincerity,7
rolf,1
lassgård,1
affectingly,1
succumbing,3
moviemaking,5
polish,2
generated,6
macfarlane,2
aimless,15
scattershot,21
calls,4
fantastical,7
crowded,20
weighted,9
chandor,1
steadily,7
le,7
carre,1
mexico,1
duvall,4
unworthy,2
repressed,1
sexuality,6
freddy,3
texture,2
nightmare,13
elm,4
rebound,2
starting,6
sequelitis,1
relative,4
exhausted,3
fifth,9
showing,4
technique,2
kicked,2
aid,2
workers,3
logy,1
smarter,7
eventually,11
table,6
hunger,7
prayer,1
cole,1
private,12
sober,6
appraisal,2
required,5
journalists,2
front,10
rosamund,3
pike,3
placid,2
passage,4
inherently,2
cynthia,2
nixon,5
elemental,2
fears,4
ruthlessly,2
krasinski,3
rising,7
sanded,1
eminently,10
footnote,2
springboard,5
pointed,3
observations,25
confirming,2
haroun,1
separation,2
messiness,2
dissolving,1
coen,14
twisty,16
casts,5
mommy,3
spell,5
strengthened,1
kendrick,2
rockwell,6
single,12
undercut,7
lili,2
talyor,1
uninvolving,7
smile,4
sitcom,18
grueling,6
ravages,1
alzheimer,3
yep,1
downer,2
reminder,6
bob,13
feelgood,1
unapologetically,8
move,7
winterbottom,4
mourning,1
greater,6
debuting,24
natalie,11
portman,10
exceeds,15
grasp,22
sisters,10
creepily,3
assembles,8
ditch,2
thousand,5
removing,3
asset,2
dooms,1
start,20
prayers,2
graceful,12
choreography,7
muscle,5
panic,4
united,6
kingdom,9
singular,14
informative,17
whimsy,11
olivia,2
vigilante,5
tombstones,1
nolte,7
amongst,1
yorks,1
warhol,1
flavour,1
unresolved,1
frontline,1
regards,1
zhang,5
yimou,5
reinterpretation,1
ladles,1
stilted,8
godard,6
paradoxes,1
mocking,1
musicals,4
wrinkle,1
gorgeous,14
plotline,4
abandoned,3
forgets,6
inhabit,2
spooks,2
zany,9
abcs,2
inventively,2
soulless,2
incompetent,2
veteran,19
lautner,1
aberdeen,1
ferocious,4
grant,13
tilting,1
treacle,4
motivation,2
alex,11
pointedly,2
provokes,5
chill,5
elly,1
asghar,5
farhadi,5
wanders,3
abraham,1
lincoln,2
spare,22
jibe,1
filmgoers,44
unfulfilling,1
clashing,2
absolute,4
artist,23
absolutely,4
monty,8
python,3
fabulous,4
picks,3
pretty,19
left,32
export,1
says,4
tin,2
weakness,3
truth,19
grist,1
studies,1
able,6
meet,9
accepted,2
twitchy,1
ventura,2
pet,8
detective,8
unsatisfying,15
anyone,9
answered,1
law,13
psychedelic,4
numbers,17
valor,2
ignores,2
complexities,7
ouch,1
resurrected,1
confusion,3
jumps,1
spotlight,10
spoofs,4
comedian,9
nauseating,2
concoction,1
placements,3
collide,2
apples,1
alternatively,1
peppered,3
amusing,20
cohere,5
dimension,3
batty,1
creating,7
substantial,6
language,5
control,7
nolfi,1
adjustment,1
bureau,1
admission,3
tina,4
fey,4
rudd,9
clumsily,23
atom,3
egoyan,4
adoration,1
naomi,7
watts,8
wright,7
adore,1
absurd,21
smoothly,7
survival,10
shailene,3
woodley,3
beginners,3
content,14
coast,4
advanced,2
flout,1
adventureland,1
teens,8
spry,2
babysitting,2
terry,8
gilliam,7
recounting,1
seasame,1
watchers,2
veterans,8
pluto,1
nash,1
autopilot,2
office,9
bomb,1
ripe,3
priscilla,1
aeon,1
flash,8
court,6
necklace,1
swank,8
jeanne,2
besides,4
deborah,1
kerr,1
afflicted,2
abused,1
reason,12
enlightening,10
afghanistan,1
majestic,3
african,3
cats,4
astounding,2
ploddingly,1
setback,1
shyamalan,7
ambitions,20
brutally,12
crumbling,2
responsibilities,1
capacity,2
forgiveness,5
wedding,19
tiller,1
applies,3
understatement,1
discussion,2
collision,2
genres,22
wladyslaw,1
pasikowski,1
aftermath,8
delves,10
holocaust,10
guilt,6
efficiency,1
afternoon,3
uncertain,4
kathryn,2
hahn,2
antonio,2
aftershock,1
round,19
revolt,2
ardent,8
package,5
wistful,5
innocence,6
triumphant,7
simplistic,13
rachel,13
weisz,6
agora,1
danger,6
aguirre,1
trappings,17
mythological,1
amalgamation,1
chilly,5
bleakness,1
optimism,3
wuornos,2
system,7
ai,1
bodies,3
promises,9
lowery,1
actioner,5
debate,3
guitar,2
nation,10
airplane,2
uproarious,1
quotable,10
endure,2
portrayals,3
implications,2
paint,1
bracing,5
keke,1
palmer,2
angela,3
bassett,3
strikingly,6
phenomenal,3
kinetic,18
flinching,1
devil,20
pulverizing,1
satisfaction,4
served,7
rage,5
aladdin,2
retells,1
sufficient,12
approaches,10
splendor,10
alan,9
partridge,1
ditches,2
broader,3
presenting,4
nobbs,1
tyler,13
perry,19
trampled,1
cohen,5
tasteless,15
lazily,6
venice,3
agreeable,5
messina,1
rider,5
operation,3
stormbreaker,1
believabiltity,1
strangelove,2
fittingly,11
fearlessly,5
progressive,5
distant,5
illuminate,2
alexander,5
affably,4
horrible,6
unnecessary,22
wants,16
alfie,1
cake,4
sour,9
jude,3
conspire,2
personality,9
muhammad,2
ali,6
wong,7
perturbed,1
knock,4
wife,9
hilariously,3
joys,1
motherhood,3
squirmy,2
anymore,5
wielding,1
gentler,1
palette,6
glass,7
underwhelming,9
poetry,7
covenant,2
directions,6
extraterrestrials,1
emphasizing,2
resurrection,2
stakes,4
entries,18
trespass,4
cardboard,4
clash,7
monsters,18
inoffensive,3
beneath,16
specific,2
relationships,22
alita,1
sufficiently,4
entertained,15
expressed,1
almodovar,5
tapestry,1
femininity,1
desperate,9
peculiar,7
pity,2
root,4
benjamins,1
gratuitously,2
cheerleaders,1
subvert,7
falling,9
victim,5
demetrius,1
shipp,1
eyez,1
ambiguous,7
dissolve,1
psychodrama,3
sharon,5
wishing,4
giamatti,2
tremendous,8
testament,15
hold,16
impressively,19
allows,4
tip,3
sirk,2
absence,4
cohesiveness,2
money,11
paean,2
press,1
unchecked,1
rushed,3
shorthand,1
cruz,4
warrant,4
bryan,5
cranston,4
lbj,2
moment,7
alle,1
anderen,1
couples,3
throw,4
allied,1
allure,1
evan,4
wood,7
sexually,2
charged,4
annual,4
viewings,1
famous,16
sorry,4
swan,5
farley,2
directionless,1
lands,5
splatter,3
glacially,2
aloft,6
crushes,2
insubstantial,5
aloha,1
incredulous,1
perpetually,1
situations,5
alpha,2
rousing,19
extra,13
helping,8
omega,2
runt,1
litter,2
glossy,5
hedonistic,1
teenagers,3
timberlake,2
noteworthy,11
alphaville,1
future,36
extraordinarily,2
altered,1
states,3
attacks,3
aggressive,6
chipwrecked,1
respects,5
chip,1
marginal,2
prior,2
installments,16
qualifies,2
recommendation,4
randall,1
beats,11
cleverly,9
layers,5
influence,6
positive,7
negative,4
artists,5
amanda,5
knox,1
troubling,8
subsequent,4
freedom,5
singing,7
amandla,2
amarcord,1
seaside,1
citizens,3
performer,2
aretha,1
franklin,2
amelia,1
conventionally,1
ticking,1
earhart,1
accomplishments,2
amelie,2
fanciful,2
showcasing,5
audrey,5
tautou,3
amen,1
ulrich,2
tukur,1
preaches,5
choir,10
unattainable,1
manage,8
darryl,1
roberts,13
treasure,10
trove,1
hicks,1
animals,11
tangles,2
weighty,10
queasily,2
flawlessly,2
brimming,9
acid,1
dreamz,1
aim,5
numerous,7
employers,1
globalized,1
economy,3
flyers,1
cycling,1
gears,2
burning,5
existential,6
highsmith,2
performers,14
firing,1
cylinders,1
graffiti,1
grads,1
polemic,2
heyday,2
punk,9
honey,2
unconventional,20
riotously,3
hustle,5
unbridled,2
irrepressibly,2
problematic,11
concerns,1
leslie,4
caron,1
gershwins,1
vincente,2
mirrors,2
cavalier,1
utilizes,6
pitch,10
freaky,2
believes,1
following,11
revisionist,9
anachronistic,4
generically,1
outlaws,2
sanitized,1
teenybopper,1
jesse,4
pastoral,2
exceeding,1
embarrassing,6
pie,2
retain,2
freshness,5
reiner,4
president,6
bret,2
easton,2
ellis,2
psycho,3
rhapsody,3
bradley,3
sniper,2
stylistically,6
everyman,1
swing,3
amateur,2
exquisitely,5
tail,1
immigrants,2
packaged,3
ultra,1
stoned,3
distracted,1
outcome,5
violet,2
behairie,1
raunchier,2
gross,8
pies,1
ought,6
landis,4
introducing,4
rick,4
baker,5
schwartzberg,1
tour,8
heartland,2
uncritical,1
spurts,1
amira,1
amistad,1
amityville,3
insufferable,2
brutality,8
amores,1
perros,1
wallop,8
haneke,1
amour,3
heartwrenching,2
responsibility,5
fou,2
overpowering,1
impactful,11
forms,1
amy,12
lethal,5
spiral,2
addiction,6
schumer,2
standup,4
matures,1
matrimony,1
marked,8
pains,3
refreshes,1
acceptable,2
bargain,14
hammy,7
carol,6
perceived,1
bias,2
latter,3
education,3
carey,4
mulligan,3
evening,6
luff,1
linn,1
recommend,24
inconvenient,2
plea,1
coda,3
acclaimed,11
anaconda,1
pleasures,14
constricted,1
brazen,3
analyze,2
crystal,10
academic,2
anamorph,1
anatomy,1
stewart,7
anchorman,3
buffoonish,2
clueless,3
newsman,1
collection,14
judiciously,1
monologist,1
spalding,1
gave,4
chance,10
artistry,4
awash,2
suds,1
stuck,7
anesthesia,1
accurately,2
record,3
mccourt,1
memoirs,3
louise,4
rennison,1
popular,6
angus,1
thongs,1
snogging,1
uk,1
stateside,1
aniara,1
australian,11
discomfort,2
luc,4
besson,4
squarely,8
wheelhouse,2
variety,4
stylized,14
brains,6
mashup,4
populated,12
rootable,1
tolstoy,3
annabelle,3
jolts,5
conjuring,5
dolls,5
stocked,8
iota,1
annapolis,1
merely,9
watery,2
seafaring,1
choice,4
direct,1
miring,1
annie,3
stagebound,3
smothers,8
cuteness,3
distasteful,4
materialism,3
hall,6
quantum,2
annihilation,3
backs,4
wonders,5
credits,9
roll,12
excuse,7
emote,2
anomalisa,1
introspective,3
fulfill,4
evident,9
anon,1
glumly,1
anonymous,1
stops,2
convince,3
theory,3
patchwork,3
barkin,3
characterized,2
nuances,3
english,7
answer,7
overloads,2
lighter,4
brighter,1
effortless,3
evangeline,1
lilly,2
wasp,1
mcu,7
palate,2
cleanser,1
antibirth,1
fancy,4
perez,1
garish,6
devices,5
antiviral,1
antonia,1
picturesque,5
proficient,4
antz,1
rockumentary,2
recycled,8
daughter,5
anywhere,9
occasional,13
forays,1
hallucinatory,1
vietnam,10
visionary,2
additional,3
slows,2
inferior,4
redux,2
edifying,6
apollo,2
repurposed,1
send,3
soaring,5
punches,6
paranormal,8
activity,7
apostle,2
resists,6
commanding,4
stevens,1
appropriate,3
behavior,5
desiree,1
akhavan,1
farcical,4
errors,1
absurdities,3
befitting,4
april,2
extraordinary,9
willing,8
venture,1
beaten,1
path,4
non,1
sequitur,1
aqua,1
surely,5
fanbase,3
uninitiated,5
arachnophobia,2
built,14
arbitrage,1
gere,9
wise,9
archipelago,1
joanna,3
hogg,2
glum,2
arctic,2
mads,5
mikkelsen,4
surviving,3
domestic,9
sides,11
bewilderingly,1
argo,1
wrought,6
aristocats,1
jazzy,2
repeated,1
tellings,1
aristocrats,1
demonstrates,15
possible,13
inscrutably,1
arizona,2
depp,19
faye,4
dunaway,4
asteroid,1
antagonist,2
armageddon,1
sums,1
legacies,1
producer,2
jerry,2
bruckheimer,1
leaven,1
mayhem,4
jackpot,1
scandinavian,4
holes,7
army,3
raimi,4
acrobatic,1
intentional,1
shocks,6
discordant,3
capper,2
originally,1
recently,2
reissued,1
bend,2
route,3
veering,2
course,6
bares,4
resemblance,4
heady,7
adams,8
mustachioed,1
wig,2
prosthetic,1
arsenal,1
apparently,1
forger,2
esoteric,3
steal,4
misanthropy,2
clowes,2
zwigoff,2
stumble,1
libertine,2
exudes,2
aardman,5
animations,2
broadens,1
setup,15
claw,1
overkill,2
plummets,1
mediocrity,2
squeeze,1
lay,3
adapt,1
william,10
faulkner,1
weightier,2
ash,1
purest,1
zhangke,2
jia,2
revisiting,9
continuing,6
observe,2
urgent,9
flavored,1
ashes,3
diamonds,2
incendiary,6
kar,2
wai,2
changes,3
hayek,2
luminous,7
farrell,5
edginess,3
asphalt,1
assassination,3
aware,3
figures,7
lore,3
overstays,3
creed,3
joylessly,1
overplotted,2
slog,1
praised,6
dismissed,2
terribly,9
agenda,4
rankle,1
astro,1
target,17
demographic,8
astronaut,4
gravitational,1
pull,13
orbit,1
farmer,4
optimistic,2
dreamer,1
snail,1
engaged,1
catastrophic,1
patrick,8
sillier,2
ramin,3
bahrani,2
willem,6
dafoe,7
eternity,1
imagines,1
gogh,2
door,10
capitalizes,1
runner,12
interludes,3
reflective,3
atlantic,1
malle,3
atlantis,2
stints,1
ideologues,1
ayn,1
rand,1
bestseller,2
atlas,2
shrugged,1
ideology,2
fervently,1
champions,1
blonde,2
cafe,1
deconstructs,1
nuclear,2
atonement,1
macavoy,1
mcewan,1
effortlessly,9
attack,4
block,4
distinctly,6
playfully,4
attenberg,1
sideways,2
arthouse,4
audition,1
august,4
osage,1
county,4
overwhelm,2
meryl,11
streep,13
complain,2
rush,12
austenland,1
outworn,1
romcom,5
structure,17
third,15
installment,36
austin,2
bits,3
screenwriting,1
myers,6
lots,12
healm,1
funnier,10
vistas,2
australia,3
jt,1
leroy,2
downward,1
autómata,1
feared,1
noticable,1
ryder,3
reaffirms,4
ultron,1
overstuffed,12
reuniting,1
additions,2
foe,2
endgame,1
finale,4
infinity,3
ably,5
gravest,1
threat,7
realizes,1
gargantuan,1
aviator,1
charts,2
billionaire,1
reclusive,3
madman,1
increased,4
requiem,1
disorientating,1
murky,7
lighting,3
awake,1
tighter,1
sarah,11
polley,3
wisdom,5
complemented,1
julie,10
christie,4
quirks,5
noticeable,3
leo,3
mccarrey,1
recalling,1
unlikely,13
friendships,4
obsolete,2
frequently,13
malfunctioning,1
aziz,1
ansari,1
introspection,1
baggage,4
intricately,3
researched,2
german,8
cracking,2
babel,1
victims,5
fate,4
circumstance,1
gonzalez,1
iñarritu,1
woeful,1
multidimensional,1
babette,1
beliefs,2
boom,3
impart,5
ideals,3
breezily,5
repetitive,4
exude,1
driver,3
embarrassed,1
geniuses,1
mama,2
ekes,1
stinker,2
babysitters,1
teeters,5
grossness,3
bachelorette,1
betraying,1
predictably,9
preceding,4
rodney,2
dangerfield,1
riff,3
supports,2
freewheeling,5
funnyman,1
punchlines,1
burgundy,2
terroir,1
intoxicating,8
oenophiles,1
breathlessly,3
outweigh,6
cluttered,2
machinations,1
iii,13
simpler,1
sweeter,3
plan,6
unrelatable,1
backcountry,1
memorably,3
macdonald,5
adrien,1
brody,1
contemplating,1
screening,2
advised,3
backtrack,1
immediately,8
unblinking,2
ugly,7
egos,1
shaped,2
lieutenant,2
desensitized,1
corruption,4
harvey,5
keitel,3
werner,8
unhinged,3
milo,2
deliriously,3
sick,3
compensate,41
inability,4
advantage,15
assets,1
offendable,1
lovably,2
irascible,3
contribution,2
novices,8
overview,15
joan,9
jett,1
trailblazing,3
craving,1
samaritan,2
tennant,2
iffy,2
gloriously,4
santa,7
grinches,1
uproariously,3
scatological,8
misanthropic,6
precious,6
foulmouthed,1
disgusting,1
harvesting,1
humans,1
budding,1
auteur,3
cleverness,3
teacher,6
el,9
pure,11
salty,1
tang,2
scabrously,1
bateman,4
terrence,7
malick,6
measured,5
characterize,2
claim,3
pitting,3
murderers,1
struggle,12
baghead,1
borders,10
shark,3
department,2
bored,3
circus,3
winningly,1
transfixing,4
professional,6
neophytes,4
ballistic,1
ecks,1
sever,1
hint,1
ballplayer,1
pelotero,1
balls,1
au,1
hasard,1
balthazar,1
lifelong,1
trace,2
soberly,2
balto,1
mushy,2
characterization,12
paw,1
fable,9
literature,1
lyrical,5
elegantly,8
bambi,1
rocks,2
zoe,5
wrote,1
triple,4
bandits,2
bandslam,1
hawn,3
hoary,4
pang,1
bangkok,1
baran,1
underpinnings,2
barb,1
wire,2
pamela,1
grafted,1
barbara,5
barbarella,1
fonda,4
denys,1
arcand,1
barbershop,2
community,8
revisit,1
belated,5
barefoot,1
timeliness,2
barney,2
barnyard,1
mischief,1
repertoire,2
barry,10
speculative,1
formative,2
suffused,4
lyndon,1
hapless,2
georgian,1
lighten,2
tensions,4
bartleby,1
playwright,1
struggling,8
baseketball,1
succession,4
fouls,1
zip,1
zucker,1
sophomoric,7
trey,1
bunt,1
needlessly,3
echoing,1
titilation,1
basket,1
cracked,1
baskin,1
complements,2
enthusiastically,5
ruins,4
appetite,1
genetically,2
modified,2
center,21
basmati,1
probably,10
locked,2
storage,1
cases,1
famine,1
bathtubs,1
broadway,9
curtains,1
forgotten,6
corner,11
batkid,1
selfless,1
brooding,5
understands,2
superheroes,2
mythos,3
joker,2
caped,2
crusading,1
peaks,2
busy,3
admirably,18
phantasm,2
interpretation,5
crusader,1
popping,2
realm,3
onomatopoeia,2
origin,8
diminished,3
questionable,10
gordon,6
blast,2
superman,8
whirlwind,4
los,6
angeles,6
junkies,2
haditha,1
sacrifice,5
subtleties,2
alternative,3
terra,1
bereft,16
shabby,1
celebrated,5
blows,1
maniacs,2
intentioned,1
wto,1
protests,2
heavier,4
labeouf,4
shaker,1
watered,2
sexes,3
volley,1
parallels,4
hopelessly,4
hokey,6
heightening,1
battlefield,6
aggressively,17
escapism,1
battleship,2
potemkin,1
soviet,1
montage,2
techniques,6
baywatch,1
jiggle,1
factor,5
flailing,2
shallows,2
square,4
lukewarm,3
disciplined,3
gondry,7
untold,3
innovator,1
added,3
beach,7
rats,1
adolescent,4
turmoil,4
bean,3
terrifically,8
constant,5
mugging,3
wear,7
fundamentally,10
beastly,1
beasts,3
southern,5
grit,7
romain,2
duris,2
proven,3
joyful,4
phantasmagoric,1
beatles,4
yellow,3
submarine,4
clashes,2
overdrawn,1
self,2
discovery,3
refugees,1
sensitively,9
wrenchingly,1
caper,18
thelma,3
ritchie,7
esteemed,3
creatures,4
ya,10
male,5
insecurity,3
fawning,2
nyc,2
offerings,2
painterly,2
beavis,1
caricatures,1
said,5
dicamillo,1
astrid,1
creator,6
timelessly,3
wardrobe,2
achievements,6
earns,17
bee,2
diffuse,8
dysfunction,3
resilience,2
captivate,2
beerfest,1
functioning,1
andrew,5
bujalski,3
test,16
mumblecore,3
wondrously,2
beetle,1
conquers,1
tokyo,3
macro,1
microcosmic,1
insects,1
overflowing,4
beetlejuice,1
zoey,2
deutch,2
avoid,5
building,6
linklater,4
midnight,10
perspectives,3
fragmented,2
reinaldo,1
arenas,1
evoke,5
bardem,6
sunrise,3
marvelously,6
hawke,8
sunset,3
carney,1
wearing,1
twee,4
depths,13
candelabra,1
mockumentary,13
skewering,2
rides,6
roiling,1
emotions,5
turbulence,1
reflects,2
swiftly,1
evel,1
uneasy,4
gaffigan,1
offered,3
projects,3
suffer,3
follows,16
diva,2
hal,5
ashby,3
beirut,1
hamm,2
bel,2
ami,1
rushes,1
vague,3
pattinson,3
labeled,1
bella,1
mouth,5
tiny,2
theatrical,3
legs,1
pictures,5
belle,2
consciousness,1
fevered,1
stitches,2
glodell,1
injects,6
idea,12
filming,3
subverts,15
forum,1
lucas,6
hedges,1
benchwarmers,1
swinging,3
compassionate,19
beckham,1
examples,4
benji,1
leash,1
youngest,5
beowulf,1
spades,2
forget,7
exceed,4
berberian,1
strickland,1
giallo,2
toby,1
teresa,2
overpower,2
bessie,1
improv,1
enemies,2
pundit,1
mirthful,3
travails,4
specifically,2
messages,7
balancing,10
yuval,1
adler,1
fashions,2
bethlehem,1
lin,4
tomorrow,8
adorably,1
ferns,1
strain,4
stretching,2
shorts,2
evolution,5
unabated,1
wisecracking,2
axel,1
foley,1
amusement,3
churns,1
uncharacteristically,1
lethargic,4
matters,2
comedically,1
hagiographic,1
profiles,1
beware,2
personally,1
musicians,3
bewitched,1
backdrop,10
sanctimonious,1
shooting,1
gates,2
urgency,5
mistake,3
passionless,2
secular,1
religious,8
gugu,2
lights,8
mat,2
wrestling,3
closer,4
personas,1
villainous,3
finish,9
bio,3
bobby,4
darin,1
showmanship,2
according,3
confidently,5
played,7
conviction,11
expression,3
bicentennial,1
neorealism,1
bicycle,1
thieves,4
thrives,2
dives,5
infuses,3
poignancy,5
ass,1
spider,3
embraces,5
boozy,1
wolves,1
bounce,4
chances,3
ennui,2
decade,8
soundtracks,1
drenched,4
sizzling,1
strongest,3
steamiest,2
unrealistic,3
eden,3
change,24
liar,1
cartoonish,3
enthusiastic,4
vibe,4
jalmari,1
helander,1
smarts,6
mush,2
miracle,6
momma,3
unwelcome,1
mommas,1
perplexingly,4
delicious,1
chicanery,1
option,3
reconstruction,1
fuller,1
north,6
africa,5
pantheon,4
oeuvre,4
lament,1
untapped,4
tease,2
buoyant,5
laughing,3
distills,5
kung,7
fu,7
affectionately,1
stronger,7
rap,1
bike,2
racing,5
ted,5
bogus,1
wacky,7
combination,12
keanu,10
reeves,9
cunningham,1
invading,1
jealously,1
guarded,1
elliot,1
lynn,2
halftime,1
innovations,1
belligerent,1
joyously,3
madison,3
surrounds,1
kiss,8
rooted,3
bird,9
reaches,5
compensation,5
combining,4
plumage,1
dario,4
argento,6
birdman,1
racial,10
depictions,1
kidman,4
range,11
shift,2
unsatisfied,1
bitch,1
marianna,2
palka,2
bitter,7
harvest,3
dishonors,3
grows,3
retrospect,2
petra,1
kant,1
tortured,1
javier,5
biutiful,1
lapses,2
grimness,2
coping,2
balloon,1
moralizing,1
relativism,1
cauldron,1
pumps,1
creativity,7
brimstone,1
warrants,1
posing,2
religion,5
loving,9
meticulous,1
blaxsploitation,1
dynamite,3
hawk,1
knight,7
choreographed,9
nativity,3
kasi,2
lemmons,2
infections,1
orpheus,1
ancient,5
anew,1
bewitching,2
bossa,1
nova,1
judicious,2
efficiently,1
sheep,3
grotesque,5
lunacy,3
uninhibited,3
snake,2
moan,1
mario,2
bava,1
official,1
witchy,1
gothic,8
chiaroscuro,1
glides,2
darren,2
aronofsky,2
vital,8
documentation,1
patron,1
photographer,2
lover,3
blackfish,1
whales,1
blackhat,1
hemsworth,2
blackkklansman,1
bitingly,3
trenchant,8
current,6
blackthorn,1
invites,4
survives,3
shepard,1
worked,3
appear,4
floor,2
immortal,2
strict,1
theaters,2
mysterious,10
deepened,1
achingly,7
deepens,2
standing,3
louder,3
campier,2
trinity,1
emphasize,1
rehash,11
heder,1
blades,1
doles,1
mainly,4
campfire,1
behold,5
blancanieves,1
blaze,1
blazing,2
saddles,3
opulent,2
bleed,1
miles,3
teller,2
chin,1
lurching,2
blended,2
commits,1
provoking,4
boredom,5
bless,2
inspire,8
composed,7
intricacy,2
note,12
eskil,1
vogt,1
dating,1
testimony,2
junge,1
transcendence,2
disability,1
blindspotting,1
seething,2
daveed,1
diggs,1
bliss,2
trigger,3
wearyingly,1
blitz,2
sacks,1
statham,6
scrimmage,1
dave,5
chappelle,1
blockers,1
puts,22
enlightened,1
laughable,8
werewolf,5
diamond,3
sign,1
blunts,2
expectation,1
handily,2
competently,6
marred,5
bloodrayne,1
uwe,3
boll,3
slumming,2
began,1
muscles,2
brussels,1
athleticism,2
bloodsport,1
plotless,2
bloodsucking,1
bastards,2
gallons,1
sanguine,1
immediacy,1
borrowed,4
boogie,3
blow,1
simmering,1
unease,1
michelangelo,1
luxuriate,1
sensual,7
chic,1
caprice,1
underscore,2
dreadful,4
banality,2
surfing,3
warmest,2
color,10
jasmine,1
benefiting,3
dreck,1
lagoon,2
naughty,2
chaste,1
thrillingly,16
ruin,3
seat,2
gosling,6
perception,2
rescued,2
braving,1
onward,1
belushi,2
divine,5
dare,3
boarding,2
assayas,2
boat,2
farce,20
majorly,2
flambeur,1
presage,1
simplifies,1
thorny,7
bodied,1
dares,6
edifies,1
brighton,1
exemplifying,1
polarizing,3
salacious,3
profile,3
iraq,10
stance,1
determination,3
topple,1
adaptions,1
bohemian,1
medley,1
bombshell,1
reclamation,1
hedy,1
lemarr,1
serial,8
tomahawk,1
bonfire,1
vanities,1
vapid,4
shorn,2
crucial,7
irony,4
pyre,1
bonneville,1
paired,2
bonnie,3
clyde,2
reverberate,1
shock,13
contradictory,1
architect,2
smear,1
grounded,13
wahlberg,5
fortunately,2
mechanically,1
booksmart,1
impossible,25
tendencies,3
channeling,1
tarantino,12
boondock,1
shockumentary,1
borat,1
jagshemash,1
gräns,1
borg,1
vs,2
mcenroe,1
tennis,1
improbably,2
shia,3
borgman,1
unpredictability,2
enthralls,1
depressing,4
fourth,7
élan,4
chet,1
accompanying,2
rocket,2
reservoir,2
properly,3
settling,7
boulevard,3
sole,1
thud,2
affleck,9
attracted,1
ultimatum,1
tuned,6
columbine,1
possesses,1
associated,2
zealand,1
garfield,2
defy,2
judgment,2
backed,2
enthrall,2
resonating,1
edgerton,2
erased,2
manner,2
boyhood,1
condition,10
cinematically,2
underused,1
disrespected,1
met,2
hilary,6
fitting,8
brandon,2
teena,1
boyz,1
n,1
observes,2
aussie,1
loyalty,4
brad,7
abrams,1
bratz,1
brave,4
distaff,2
jodie,4
brawl,1
cell,4
vince,8
vaughn,8
grindhouse,5
breach,1
fbi,2
infamous,9
turncoat,1
tulips,1
outmatched,5
opponent,1
bothers,1
sweat,2
anachronisms,1
edwards,4
breakfast,2
scot,1
setups,2
weighed,4
warfare,3
logically,1
manipulates,1
towards,6
deconstructing,1
various,2
breaking,10
gabrielle,2
union,6
waves,2
watson,4
fiercely,2
breathe,9
felicity,3
pearce,4
rewrote,1
rules,7
updated,3
chatterjee,1
gavron,1
choppily,3
brick,1
mansions,1
district,5
frankenstein,8
alma,1
dilettante,1
wars,15
battling,2
bridezillas,1
detestable,1
mounted,6
brideshead,1
revisited,2
condensing,2
evelyn,3
waugh,2
bridesmaids,1
refuses,6
boxed,1
kristen,7
wiig,5
spies,1
alec,4
guinness,3
terabithia,1
controversy,3
zellweger,4
bridget,3
continuation,3
bouncing,1
bundle,2
joy,13
wallace,5
hideous,1
fronts,3
tobacco,1
fisher,3
uniquely,15
resilient,1
campion,2
refined,3
abbie,3
cornish,3
colored,5
fry,2
fitfully,2
brightburn,1
subversion,2
attuned,4
brigsby,1
frequency,1
moved,2
endearingly,6
urge,2
cheerleading,1
outdated,5
seamlessly,2
dramatist,1
broadcast,2
agent,3
affection,14
melody,1
brightest,2
brokeback,1
mountain,7
imbued,1
universality,2
gyllenhaal,9
meager,3
pedro,8
penélope,1
noirish,2
jarmusch,5
hearts,12
amalgam,1
sitcoms,1
bronson,1
decisions,2
bronx,1
brood,2
squirming,1
shrill,7
brooklyn,4
buttresses,1
saoirse,3
ronan,3
emory,1
satisfies,4
castle,4
whiz,1
hat,6
baldwin,2
reasons,8
soaked,2
antoine,3
fuqua,3
harlem,2
renaissance,3
brotherhood,1
fraternity,1
nightmarishly,1
complications,1
individual,4
stemming,1
repercussions,1
bloom,3
lofty,8
grimm,1
labored,3
conjoined,1
rockers,1
squandering,3
solomon,2
limits,9
almighty,2
bruno,2
sacha,2
bubble,1
bounces,1
bucket,1
severely,2
incapable,3
buffalo,2
gallo,1
christina,3
ricci,2
caustic,4
buffy,1
slayer,3
poorer,1
kristy,1
swanson,1
reubens,2
slay,1
resolution,3
bug,2
cinéma,1
vérité,1
smashing,4
bugsy,1
